Region,Technology,Data Type,Year,Electricity statistics
Oceania,Geothermal energy,Electricity Generation (GWh),2001,2838.1
Oceania,Geothermal energy,Electricity Generation (GWh),2002,2814.1
Oceania,Geothermal energy,Electricity Generation (GWh),2003,2800.1
Oceania,Geothermal energy,Electricity Generation (GWh),2004,2839.1
Oceania,Geothermal energy,Electricity Generation (GWh),2005,3269.1
Oceania,Geothermal energy,Electricity Generation (GWh),2006,3479
Oceania,Geothermal energy,Electricity Generation (GWh),2007,3844.96
Oceania,Geothermal energy,Electricity Generation (GWh),2008,4578.53
Oceania,Geothermal energy,Electricity Generation (GWh),2009,5266
Oceania,Geothermal energy,Electricity Generation (GWh),2010,6262.6
Oceania,Geothermal energy,Electricity Generation (GWh),2011,6577.2
Oceania,Geothermal energy,Electricity Generation (GWh),2012,6757.8
Oceania,Geothermal energy,Electricity Generation (GWh),2013,7115.4
Oceania,Geothermal energy,Electricity Generation (GWh),2014,7876
Oceania,Geothermal energy,Electricity Generation (GWh),2015,8432.6
Oceania,Geothermal energy,Electricity Generation (GWh),2016,8389.2
Oceania,Geothermal energy,Electricity Generation (GWh),2017,8403.8
Oceania,Geothermal energy,Electricity Generation (GWh),2018,8319.4
Oceania,Geothermal energy,Electricity Generation (GWh),2019,8357
Oceania,Geothermal energy,Electricity Generation (GWh),2020,8400
Oceania,Geothermal energy,Electricity Generation (GWh),2021,8543
Oceania,Geothermal energy,Electricity Generation (GWh),2022,8640
Oceania,Geothermal energy,Electricity Generation (GWh),2023,-
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2000,418.2
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2001,417.2
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2002,372.2
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2003,388.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2004,388.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2005,473.2
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2006,473.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2007,512.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2008,634.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2009,667.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2010,792.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2011,792.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2012,818.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2013,890.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2014,1016.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2015,1040.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2016,1035.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2017,1035.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2018,1059.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2019,1059.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2020,1093.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2021,1093.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2022,1100.1
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2023,1100.1
Oceania,Total non-renewable,Electricity Generation (GWh),2000,209440.13
Oceania,Total non-renewable,Electricity Generation (GWh),2001,226635.95
Oceania,Total non-renewable,Electricity Generation (GWh),2002,227874.71
Oceania,Total non-renewable,Electricity Generation (GWh),2003,221916.58
Oceania,Total non-renewable,Electricity Generation (GWh),2004,227467.71
Oceania,Total non-renewable,Electricity Generation (GWh),2005,230090.86
Oceania,Total non-renewable,Electricity Generation (GWh),2006,233000.5
Oceania,Total non-renewable,Electricity Generation (GWh),2007,243515.15
Oceania,Total non-renewable,Electricity Generation (GWh),2008,245346.07
Oceania,Total non-renewable,Electricity Generation (GWh),2009,248662.33
Oceania,Total non-renewable,Electricity Generation (GWh),2010,250123.68
Oceania,Total non-renewable,Electricity Generation (GWh),2011,245476.7
Oceania,Total non-renewable,Electricity Generation (GWh),2012,244307.31
Oceania,Total non-renewable,Electricity Generation (GWh),2013,235301.52
Oceania,Total non-renewable,Electricity Generation (GWh),2014,228569.92
Oceania,Total non-renewable,Electricity Generation (GWh),2015,234600.63
Oceania,Total non-renewable,Electricity Generation (GWh),2016,234430.5
Oceania,Total non-renewable,Electricity Generation (GWh),2017,234260.52
Oceania,Total non-renewable,Electricity Generation (GWh),2018,232514.95
Oceania,Total non-renewable,Electricity Generation (GWh),2019,228492.16
Oceania,Total non-renewable,Electricity Generation (GWh),2020,222180.98
Oceania,Total non-renewable,Electricity Generation (GWh),2021,210898.46
Oceania,Total non-renewable,Electricity Generation (GWh),2022,202401.89
Oceania,Total non-renewable,Electricity Generation (GWh),2023,-
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2000,42388.87
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2001,43000.3
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2002,45530.93
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2003,46666.22
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2004,46794.88
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2005,45346.37
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2006,45718.16
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2007,48512.5
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2008,49078.09
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2009,51418.13
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2010,54411.41
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2011,55215.44
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2012,55418.34
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2013,55075.53
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2014,55895.43
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2015,60840.25
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2016,58593.94
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2017,55898.61
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2018,56386.76
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2019,56195.75
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2020,57631.6
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2021,58036.8
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2022,58257.17
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2023,56483.27
Oceania,Pumped storage,Electricity Generation (GWh),2000,360
Oceania,Pumped storage,Electricity Generation (GWh),2001,370
Oceania,Pumped storage,Electricity Generation (GWh),2002,177
Oceania,Pumped storage,Electricity Generation (GWh),2003,216
Oceania,Pumped storage,Electricity Generation (GWh),2004,221
Oceania,Pumped storage,Electricity Generation (GWh),2005,303
Oceania,Pumped storage,Electricity Generation (GWh),2006,103
Oceania,Pumped storage,Electricity Generation (GWh),2007,178
Oceania,Pumped storage,Electricity Generation (GWh),2008,148
Oceania,Pumped storage,Electricity Generation (GWh),2009,67
Oceania,Pumped storage,Electricity Generation (GWh),2010,47
Oceania,Pumped storage,Electricity Generation (GWh),2011,113
Oceania,Pumped storage,Electricity Generation (GWh),2012,104
Oceania,Pumped storage,Electricity Generation (GWh),2013,154
Oceania,Pumped storage,Electricity Generation (GWh),2014,83
Oceania,Pumped storage,Electricity Generation (GWh),2015,121
Oceania,Pumped storage,Electricity Generation (GWh),2016,297
Oceania,Pumped storage,Electricity Generation (GWh),2017,248
Oceania,Pumped storage,Electricity Generation (GWh),2018,217
Oceania,Pumped storage,Electricity Generation (GWh),2019,365
Oceania,Pumped storage,Electricity Generation (GWh),2020,386
Oceania,Pumped storage,Electricity Generation (GWh),2021,439
Oceania,Pumped storage,Electricity Generation (GWh),2022,714
Oceania,Pumped storage,Electricity Generation (GWh),2023,-
Oceania,Pumped storage,Electricity Installed Capacity (MW),2000,1490
Oceania,Pumped storage,Electricity Installed Capacity (MW),2001,1490
Oceania,Pumped storage,Electricity Installed Capacity (MW),2002,1490
Oceania,Pumped storage,Electricity Installed Capacity (MW),2003,1490
Oceania,Pumped storage,Electricity Installed Capacity (MW),2004,1416
Oceania,Pumped storage,Electricity Installed Capacity (MW),2005,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2006,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2007,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2008,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2009,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2010,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2011,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2012,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2013,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2014,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2015,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2016,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2017,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2018,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2019,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2020,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2021,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2022,810
Oceania,Pumped storage,Electricity Installed Capacity (MW),2023,810
Oceania,Fossil fuels,Electricity Generation (GWh),2000,209013.13
Oceania,Fossil fuels,Electricity Generation (GWh),2001,226214.95
Oceania,Fossil fuels,Electricity Generation (GWh),2002,227597.71
Oceania,Fossil fuels,Electricity Generation (GWh),2003,221610.58
Oceania,Fossil fuels,Electricity Generation (GWh),2004,227157.71
Oceania,Fossil fuels,Electricity Generation (GWh),2005,229706.86
Oceania,Fossil fuels,Electricity Generation (GWh),2006,232821.5
Oceania,Fossil fuels,Electricity Generation (GWh),2007,243280.15
Oceania,Fossil fuels,Electricity Generation (GWh),2008,245138.07
Oceania,Fossil fuels,Electricity Generation (GWh),2009,248538.33
Oceania,Fossil fuels,Electricity Generation (GWh),2010,250015.68
Oceania,Fossil fuels,Electricity Generation (GWh),2011,245313.7
Oceania,Fossil fuels,Electricity Generation (GWh),2012,244165.31
Oceania,Fossil fuels,Electricity Generation (GWh),2013,235100.52
Oceania,Fossil fuels,Electricity Generation (GWh),2014,228435.92
Oceania,Fossil fuels,Electricity Generation (GWh),2015,234427.63
Oceania,Fossil fuels,Electricity Generation (GWh),2016,234078.5
Oceania,Fossil fuels,Electricity Generation (GWh),2017,233962.52
Oceania,Fossil fuels,Electricity Generation (GWh),2018,232244.95
Oceania,Fossil fuels,Electricity Generation (GWh),2019,228078.16
Oceania,Fossil fuels,Electricity Generation (GWh),2020,221752.98
Oceania,Fossil fuels,Electricity Generation (GWh),2021,210413.46
Oceania,Fossil fuels,Electricity Generation (GWh),2022,201645.89
Oceania,Fossil fuels,Electricity Generation (GWh),2023,-
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2000,40898.87
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2001,41510.3
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2002,44021.93
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2003,45157.22
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2004,45359.88
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2005,44515.37
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2006,44887.16
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2007,47681.5
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2008,48247.09
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2009,50589.13
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2010,53582.41
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2011,54386.44
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2012,54589.34
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2013,54249.53
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2014,55069.43
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2015,60014.25
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2016,57767.94
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2017,55072.61
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2018,55560.76
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2019,55369.75
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2020,56805.6
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2021,57210.8
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2022,57431.17
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2023,55657.27
Oceania,Nuclear,Electricity Generation (GWh),2000,-
Oceania,Nuclear,Electricity Generation (GWh),2001,-
Oceania,Nuclear,Electricity Generation (GWh),2002,-
Oceania,Nuclear,Electricity Generation (GWh),2003,-
Oceania,Nuclear,Electricity Generation (GWh),2004,-
Oceania,Nuclear,Electricity Generation (GWh),2005,-
Oceania,Nuclear,Electricity Generation (GWh),2006,-
Oceania,Nuclear,Electricity Generation (GWh),2007,-
Oceania,Nuclear,Electricity Generation (GWh),2008,-
Oceania,Nuclear,Electricity Generation (GWh),2009,-
Oceania,Nuclear,Electricity Generation (GWh),2010,-
Oceania,Nuclear,Electricity Generation (GWh),2011,-
Oceania,Nuclear,Electricity Generation (GWh),2012,-
Oceania,Nuclear,Electricity Generation (GWh),2013,-
Oceania,Nuclear,Electricity Generation (GWh),2014,-
Oceania,Nuclear,Electricity Generation (GWh),2015,-
Oceania,Nuclear,Electricity Generation (GWh),2016,-
Oceania,Nuclear,Electricity Generation (GWh),2017,-
Oceania,Nuclear,Electricity Generation (GWh),2018,-
Oceania,Nuclear,Electricity Generation (GWh),2019,-
Oceania,Nuclear,Electricity Generation (GWh),2020,-
Oceania,Nuclear,Electricity Generation (GWh),2021,-
Oceania,Nuclear,Electricity Generation (GWh),2022,-
Oceania,Nuclear,Electricity Generation (GWh),2023,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2000,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2001,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2002,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2003,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2004,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2005,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2006,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2007,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2008,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2009,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2010,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2011,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2012,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2013,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2014,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2015,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2016,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2017,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2018,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2019,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2020,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2021,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2022,-
Oceania,Nuclear,Electricity Installed Capacity (MW),2023,-
Oceania,Other non-renewable energy,Electricity Generation (GWh),2000,67
Oceania,Other non-renewable energy,Electricity Generation (GWh),2001,51
Oceania,Other non-renewable energy,Electricity Generation (GWh),2002,100
Oceania,Other non-renewable energy,Electricity Generation (GWh),2003,90
Oceania,Other non-renewable energy,Electricity Generation (GWh),2004,89
Oceania,Other non-renewable energy,Electricity Generation (GWh),2005,81
Oceania,Other non-renewable energy,Electricity Generation (GWh),2006,76
Oceania,Other non-renewable energy,Electricity Generation (GWh),2007,57
Oceania,Other non-renewable energy,Electricity Generation (GWh),2008,60
Oceania,Other non-renewable energy,Electricity Generation (GWh),2009,57
Oceania,Other non-renewable energy,Electricity Generation (GWh),2010,61
Oceania,Other non-renewable energy,Electricity Generation (GWh),2011,50
Oceania,Other non-renewable energy,Electricity Generation (GWh),2012,38
Oceania,Other non-renewable energy,Electricity Generation (GWh),2013,47
Oceania,Other non-renewable energy,Electricity Generation (GWh),2014,51
Oceania,Other non-renewable energy,Electricity Generation (GWh),2015,52
Oceania,Other non-renewable energy,Electricity Generation (GWh),2016,55
Oceania,Other non-renewable energy,Electricity Generation (GWh),2017,50
Oceania,Other non-renewable energy,Electricity Generation (GWh),2018,53
Oceania,Other non-renewable energy,Electricity Generation (GWh),2019,49
Oceania,Other non-renewable energy,Electricity Generation (GWh),2020,42
Oceania,Other non-renewable energy,Electricity Generation (GWh),2021,46
Oceania,Other non-renewable energy,Electricity Generation (GWh),2022,42
Oceania,Other non-renewable energy,Electricity Generation (GWh),2023,-
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2000,-
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2001,-
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2002,19
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2003,19
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2004,19
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2005,21
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2006,21
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2007,21
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2008,21
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2009,19
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2010,19
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2011,19
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2012,19
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2013,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2014,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2015,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2016,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2017,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2018,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2019,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2020,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2021,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2022,16
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2023,16
South America,Total renewable,Electricity Generation (GWh),2000,545209.82
South America,Total renewable,Electricity Generation (GWh),2001,514133.34
South America,Total renewable,Electricity Generation (GWh),2002,538979.4
South America,Total renewable,Electricity Generation (GWh),2003,563357.55
South America,Total renewable,Electricity Generation (GWh),2004,585703.65
South America,Total renewable,Electricity Generation (GWh),2005,619066.09
South America,Total renewable,Electricity Generation (GWh),2006,646851.36
South America,Total renewable,Electricity Generation (GWh),2007,674182.7
South America,Total renewable,Electricity Generation (GWh),2008,679466
South America,Total renewable,Electricity Generation (GWh),2009,702932.93
South America,Total renewable,Electricity Generation (GWh),2010,710956.98
South America,Total renewable,Electricity Generation (GWh),2011,758108.01
South America,Total renewable,Electricity Generation (GWh),2012,749046.67
South America,Total renewable,Electricity Generation (GWh),2013,741010.21
South America,Total renewable,Electricity Generation (GWh),2014,731811.63
South America,Total renewable,Electricity Generation (GWh),2015,732691.04
South America,Total renewable,Electricity Generation (GWh),2016,763942.35
South America,Total renewable,Electricity Generation (GWh),2017,797050.38
South America,Total renewable,Electricity Generation (GWh),2018,826956.41
South America,Total renewable,Electricity Generation (GWh),2019,838095.62
South America,Total renewable,Electricity Generation (GWh),2020,841263.7
South America,Total renewable,Electricity Generation (GWh),2021,840779.89
South America,Total renewable,Electricity Generation (GWh),2022,940479.04
South America,Total renewable,Electricity Generation (GWh),2023,-
South America,Total renewable,Electricity Installed Capacity (MW),2000,113450.01
South America,Total renewable,Electricity Installed Capacity (MW),2001,115365.97
South America,Total renewable,Electricity Installed Capacity (MW),2002,117401.32
South America,Total renewable,Electricity Installed Capacity (MW),2003,121303.75
South America,Total renewable,Electricity Installed Capacity (MW),2004,124899.1
South America,Total renewable,Electricity Installed Capacity (MW),2005,127903.84
South America,Total renewable,Electricity Installed Capacity (MW),2006,131737.7
South America,Total renewable,Electricity Installed Capacity (MW),2007,136593.32
South America,Total renewable,Electricity Installed Capacity (MW),2008,138583.08
South America,Total renewable,Electricity Installed Capacity (MW),2009,141551.84
South America,Total renewable,Electricity Installed Capacity (MW),2010,146778.17
South America,Total renewable,Electricity Installed Capacity (MW),2011,151930.53
South America,Total renewable,Electricity Installed Capacity (MW),2012,155924.88
South America,Total renewable,Electricity Installed Capacity (MW),2013,160929.98
South America,Total renewable,Electricity Installed Capacity (MW),2014,170072.82
South America,Total renewable,Electricity Installed Capacity (MW),2015,178645.13
South America,Total renewable,Electricity Installed Capacity (MW),2016,193516.03
South America,Total renewable,Electricity Installed Capacity (MW),2017,202731.04
South America,Total renewable,Electricity Installed Capacity (MW),2018,213537.58
South America,Total renewable,Electricity Installed Capacity (MW),2019,223576
South America,Total renewable,Electricity Installed Capacity (MW),2020,232867.93
South America,Total renewable,Electricity Installed Capacity (MW),2021,247165.49
South America,Total renewable,Electricity Installed Capacity (MW),2022,266924.51
South America,Total renewable,Electricity Installed Capacity (MW),2023,289663.13
South America,Solar energy,Electricity Generation (GWh),2000,8.12
South America,Solar energy,Electricity Generation (GWh),2001,9.59
South America,Solar energy,Electricity Generation (GWh),2002,10.72
South America,Solar energy,Electricity Generation (GWh),2003,12.25
South America,Solar energy,Electricity Generation (GWh),2004,14.79
South America,Solar energy,Electricity Generation (GWh),2005,15.94
South America,Solar energy,Electricity Generation (GWh),2006,17.32
South America,Solar energy,Electricity Generation (GWh),2007,18.93
South America,Solar energy,Electricity Generation (GWh),2008,21.52
South America,Solar energy,Electricity Generation (GWh),2009,26.76
South America,Solar energy,Electricity Generation (GWh),2010,36.54
South America,Solar energy,Electricity Generation (GWh),2011,84.68
South America,Solar energy,Electricity Generation (GWh),2012,163.39
South America,Solar energy,Electricity Generation (GWh),2013,335.33
South America,Solar energy,Electricity Generation (GWh),2014,867.82
South America,Solar energy,Electricity Generation (GWh),2015,1803.29
South America,Solar energy,Electricity Generation (GWh),2016,3340.43
South America,Solar energy,Electricity Generation (GWh),2017,5546.78
South America,Solar energy,Electricity Generation (GWh),2018,10303.85
South America,Solar energy,Electricity Generation (GWh),2019,15625.08
South America,Solar energy,Electricity Generation (GWh),2020,22047.93
South America,Solar energy,Electricity Generation (GWh),2021,31814.63
South America,Solar energy,Electricity Generation (GWh),2022,51481.7
South America,Solar energy,Electricity Generation (GWh),2023,-
South America,Solar energy,Electricity Installed Capacity (MW),2000,1.91
South America,Solar energy,Electricity Installed Capacity (MW),2001,3.49
South America,Solar energy,Electricity Installed Capacity (MW),2002,4.75
South America,Solar energy,Electricity Installed Capacity (MW),2003,6.25
South America,Solar energy,Electricity Installed Capacity (MW),2004,7.26
South America,Solar energy,Electricity Installed Capacity (MW),2005,8.1
South America,Solar energy,Electricity Installed Capacity (MW),2006,9.4
South America,Solar energy,Electricity Installed Capacity (MW),2007,11.6
South America,Solar energy,Electricity Installed Capacity (MW),2008,14.38
South America,Solar energy,Electricity Installed Capacity (MW),2009,20.54
South America,Solar energy,Electricity Installed Capacity (MW),2010,46.75
South America,Solar energy,Electricity Installed Capacity (MW),2011,73.57
South America,Solar energy,Electricity Installed Capacity (MW),2012,169.78
South America,Solar energy,Electricity Installed Capacity (MW),2013,201.42
South America,Solar energy,Electricity Installed Capacity (MW),2014,453.29
South America,Solar energy,Electricity Installed Capacity (MW),2015,901.09
South America,Solar energy,Electricity Installed Capacity (MW),2016,1528.97
South America,Solar energy,Electricity Installed Capacity (MW),2017,3711.84
South America,Solar energy,Electricity Installed Capacity (MW),2018,5652.12
South America,Solar energy,Electricity Installed Capacity (MW),2019,8578.53
South America,Solar energy,Electricity Installed Capacity (MW),2020,13421.94
South America,Solar energy,Electricity Installed Capacity (MW),2021,21258.86
South America,Solar energy,Electricity Installed Capacity (MW),2022,34698.29
South America,Solar energy,Electricity Installed Capacity (MW),2023,49391.89
South America,Wind energy,Electricity Generation (GWh),2000,37.75
South America,Wind energy,Electricity Generation (GWh),2001,93.51
South America,Wind energy,Electricity Generation (GWh),2002,143.56
South America,Wind energy,Electricity Generation (GWh),2003,148.1
South America,Wind energy,Electricity Generation (GWh),2004,193.6
South America,Wind energy,Electricity Generation (GWh),2005,227.43
South America,Wind energy,Electricity Generation (GWh),2006,378.77
South America,Wind energy,Electricity Generation (GWh),2007,786.68
South America,Wind energy,Electricity Generation (GWh),2008,1330.22
South America,Wind energy,Electricity Generation (GWh),2009,1461.56
South America,Wind energy,Electricity Generation (GWh),2010,2649.64
South America,Wind energy,Electricity Generation (GWh),2011,3263.62
South America,Wind energy,Electricity Generation (GWh),2012,6455.89
South America,Wind energy,Electricity Generation (GWh),2013,8485.67
South America,Wind energy,Electricity Generation (GWh),2014,15533.96
South America,Wind energy,Electricity Generation (GWh),2015,27244.63
South America,Wind energy,Electricity Generation (GWh),2016,40805.08
South America,Wind energy,Electricity Generation (GWh),2017,51682.27
South America,Wind energy,Electricity Generation (GWh),2018,59936.79
South America,Wind energy,Electricity Generation (GWh),2019,72566.74
South America,Wind energy,Electricity Generation (GWh),2020,79486.41
South America,Wind energy,Electricity Generation (GWh),2021,99926.8
South America,Wind energy,Electricity Generation (GWh),2022,111996.7
South America,Wind energy,Electricity Generation (GWh),2023,-
South America,Wind energy,Electricity Installed Capacity (MW),2000,29.67
South America,Wind energy,Electricity Installed Capacity (MW),2001,27.2
South America,Wind energy,Electricity Installed Capacity (MW),2002,27.9
South America,Wind energy,Electricity Installed Capacity (MW),2003,27.2
South America,Wind energy,Electricity Installed Capacity (MW),2004,47.2
South America,Wind energy,Electricity Installed Capacity (MW),2005,42.2
South America,Wind energy,Electricity Installed Capacity (MW),2006,258.62
South America,Wind energy,Electricity Installed Capacity (MW),2007,290.01
South America,Wind energy,Electricity Installed Capacity (MW),2008,455.55
South America,Wind energy,Electricity Installed Capacity (MW),2009,819.36
South America,Wind energy,Electricity Installed Capacity (MW),2010,1155.61
South America,Wind energy,Electricity Installed Capacity (MW),2011,1684.91
South America,Wind energy,Electricity Installed Capacity (MW),2012,2312.35
South America,Wind energy,Electricity Installed Capacity (MW),2013,2809.76
South America,Wind energy,Electricity Installed Capacity (MW),2014,6528.33
South America,Wind energy,Electricity Installed Capacity (MW),2015,9921.07
South America,Wind energy,Electricity Installed Capacity (MW),2016,12923.23
South America,Wind energy,Electricity Installed Capacity (MW),2017,15710.62
South America,Wind energy,Electricity Installed Capacity (MW),2018,19123.74
South America,Wind energy,Electricity Installed Capacity (MW),2019,20676.91
South America,Wind energy,Electricity Installed Capacity (MW),2020,24208.46
South America,Wind energy,Electricity Installed Capacity (MW),2021,29737.13
South America,Wind energy,Electricity Installed Capacity (MW),2022,33579.6
South America,Wind energy,Electricity Installed Capacity (MW),2023,39851.78
South America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000,534839.06
South America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2001,501356.68
South America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2002,524837.07
South America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2003,547519.11
South America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2004,568870.46
South America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2005,601152.86
